CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr9	28191511	3765	226	31	33	16.659	0.074
chr8	83300866	3788	227	32	37	16.687	0.074
chr8	61716854	2368	179	24	24	13.229	0.074
chr7	91067768	4413	244	35	35	18.086	0.074
chr7	62956626	3619	221	32	33	16.376	0.074
chr7	105358441	4131	237	40	41	17.430	0.074
chr6	69807026	2786	194	27	30	14.361	0.074
chr6	3755617	4876	256	46	46	19.047	0.074
chr6	2398141	1567	146	14	17	10.733	0.074
chr6	115575137	2609	188	27	27	13.878	0.074
chr6	105138788	1206	128	16	16	9.422	0.074
chr5	91235110	4281	240	46	46	17.838	0.074
chr5	78485763	4038	233	39	39	17.330	0.074
chr5	72618050	3106	205	28	28	15.151	0.074
chr5	42656381	4599	250	34	39	18.396	0.074
chr5	101309987	4601	249	35	41	18.478	0.074
chr4	44570669	2816	195	24	26	14.441	0.074
chr4	38297559	2253	175	20	20	12.874	0.074
chr4	18623086	4177	238	40	40	17.550	0.074
chr4	116745559	3319	212	30	32	15.656	0.074
chr3	91734830	4458	245	43	43	18.196	0.074
chr3	78971558	4600	250	38	40	18.400	0.074
chr2	90897880	3891	229	35	45	16.991	0.074
chr2	84807786	2742	192	23	23	14.281	0.074
chr2	79893481	2069	167	21	22	12.389	0.074
chr27	38299934	2328	177	23	24	13.153	0.074
chr27	37767562	1897	160	19	20	11.856	0.074
chr27	14985594	2729	192	29	29	14.214	0.074
chr27	10205966	3721	224	34	34	16.612	0.074
chr26	4731391	4513	247	42	44	18.271	0.074
chr26	32716807	8119	331	76	78	24.529	0.074
chr26	23964077	3337	213	31	32	15.667	0.074
chr25	39261658	3926	231	34	37	16.996	0.074
chr25	34887252	3030	203	28	33	14.926	0.074
chr25	14893788	3618	221	33	35	16.371	0.074
chr25	14293042	2612	188	24	25	13.894	0.074
chr25	13899235	5291	267	50	52	19.816	0.074
chr2	47449014	4340	242	40	41	17.934	0.074
chr23	41557554	2824	195	22	27	14.482	0.074
chr23	24500081	3906	230	35	37	16.983	0.074
chr23	22477557	3856	229	36	37	16.838	0.074
chr23	13155827	2689	190	25	30	14.153	0.074
chr22	43336206	5246	266	45	46	19.722	0.074
chr2	136044918	2390	180	22	22	13.278	0.074
chr21	34165846	4484	246	39	40	18.228	0.074
chr2	105958635	3330	212	30	31	15.708	0.074
chr20	45192357	3103	205	29	29	15.137	0.074
chr20	17946079	2278	176	21	21	12.943	0.074
chr1	98808326	7053	309	53	54	22.825	0.074
chr19	4670555	2456	182	24	24	13.495	0.074
chr18	44169232	2010	165	21	21	12.182	0.074
chr18	38645104	1709	152	19	19	11.243	0.074
chr17	67975895	2673	190	25	25	14.068	0.074
chr17	2520481	2184	172	22	22	12.698	0.074
chr17	20593968	2686	191	27	27	14.063	0.074
chr16	70063938	2414	181	24	24	13.337	0.074
chr16	6385950	4107	235	37	37	17.477	0.074
chr16	47130481	4817	255	37	43	18.890	0.074
chr16	23703209	3745	225	25	36	16.644	0.074
chr1	56901847	1688	151	17	18	11.179	0.074
chr15	6335200	4381	243	41	42	18.029	0.074
chr1	52644882	3597	221	34	37	16.276	0.074
chr14	65079237	2977	200	27	31	14.885	0.074
chr1	44692941	4582	249	49	49	18.402	0.074
chr13	73478011	2918	198	29	30	14.737	0.074
chr13	13907891	3729	224	34	35	16.647	0.074
chr1	28012132	3659	223	33	33	16.408	0.074
chr12	78146736	1817	157	18	18	11.573	0.074
chr12	44276948	2460	182	26	26	13.516	0.074
chr12	29170798	3147	206	27	31	15.277	0.074
chr11	71703365	3304	211	30	32	15.659	0.074
chr1	11255830	4387	243	40	45	18.053	0.074
chr10	89804718	4565	248	38	45	18.407	0.074
chr10	55105761	3406	214	33	33	15.916	0.074
chr10	40720259	2872	197	25	27	14.579	0.074
chr10	32389034	4538	248	39	43	18.298	0.074
chr9	1427118	4054	236	37	38	17.178	0.073
chr8	99874539	3819	228	36	37	16.750	0.073
chr8	45230053	5897	285	57	57	20.691	0.073
chr8	4304422	2379	181	22	23	13.144	0.073
chr7	87087168	3921	231	40	40	16.974	0.073
chr7	6391480	4354	245	42	43	17.771	0.073
chr6	63440876	3563	221	33	35	16.122	0.073
chr6	3383010	2292	177	27	27	12.949	0.073
chr6	18104526	3937	232	35	35	16.970	0.073
chr6	16661340	2385	181	25	25	13.177	0.073
chr6	110983794	2209	174	21	21	12.695	0.073
chr5	79459119	2196	173	21	21	12.694	0.073
chr5	46526408	2029	167	19	19	12.150	0.073
chr5	34082901	5112	264	48	49	19.364	0.073
chr5	111635920	2028	167	20	21	12.144	0.073
chr5	1026865	3702	225	34	36	16.453	0.073
chr4	72071211	4556	250	34	44	18.224	0.073
chr4	62221015	3109	206	29	32	15.092	0.073
chr4	60521072	3429	217	33	34	15.802	0.073
chr4	13946507	4807	257	45	45	18.704	0.073
chr3	9980183	3921	232	34	37	16.901	0.073
chr3	91237655	3011	203	25	26	14.833	0.073
chr3	30409698	4143	238	38	41	17.408	0.073
chr3	104371878	2819	196	27	27	14.383	0.073
chr29	31026438	2283	177	25	25	12.898	0.073
chr2	9245062	3331	214	25	33	15.565	0.073
chr28	44364237	3400	216	33	35	15.741	0.073
chr2	78256365	4444	247	29	44	17.992	0.073
chr27	32405435	3773	227	29	40	16.621	0.073
chr26	4304364	3654	223	33	35	16.386	0.073
chr2	63870311	2962	201	28	28	14.736	0.073
chr26	26058952	3792	228	36	37	16.632	0.073
chr25	6333622	3498	219	33	34	15.973	0.073
chr25	29977086	2764	194	27	28	14.247	0.073
chr25	17581255	3620	223	35	36	16.233	0.073
chr2	50506142	4474	247	36	42	18.113	0.073
chr24	31478501	2028	167	22	23	12.144	0.073
chr24	15489454	1755	155	18	18	11.323	0.073
chr23	29192019	3781	227	33	35	16.656	0.073
chr2	32520299	2454	183	18	23	13.410	0.073
chr23	12838485	4381	245	44	44	17.882	0.073
chr22	17210606	3779	228	33	35	16.575	0.073
chr21	8955496	1870	160	18	20	11.688	0.073
chr20	34667590	2325	179	22	23	12.989	0.073
chr1	97642611	2365	180	23	23	13.139	0.073
chr19	61840361	4005	235	42	42	17.043	0.073
chr19	46396063	4929	259	21	51	19.031	0.073
chr19	23650334	5471	273	47	51	20.040	0.073
chr18	40116971	3949	233	33	36	16.948	0.073
chr18	38756762	2881	198	27	29	14.551	0.073
chr18	16070656	2194	173	20	25	12.682	0.073
chr17	5323938	2719	193	21	27	14.088	0.073
chr16	40086287	3237	210	32	33	15.414	0.073
chr14	55516880	2868	198	25	27	14.485	0.073
chr1	45546358	2687	192	27	27	13.995	0.073
chr1	43067019	4111	238	39	39	17.273	0.073
chr1	39053557	3823	229	35	37	16.694	0.073
chr13	2372576	2944	201	29	29	14.647	0.073
chr13	19340078	6394	295	59	60	21.675	0.073
chr1	28389698	2952	201	28	30	14.687	0.073
chr12	82410179	2540	187	29	29	13.583	0.073
chr12	3726469	3753	227	32	32	16.533	0.073
chr1	114338522	2013	166	11	20	12.127	0.073
chr11	100751590	2548	187	24	26	13.626	0.073
chr10	99475549	2601	189	24	25	13.762	0.073
chr10	16487468	3401	216	32	32	15.745	0.073
chr10	100775862	2440	183	25	25	13.333	0.073
chr9	99229164	1295	134	15	16	9.664	0.072
chr9	32840971	5005	264	47	48	18.958	0.072
chr9	105074181	4588	252	39	41	18.206	0.072
chr8	53070786	2528	187	25	25	13.519	0.072
chr8	4679634	6681	304	63	67	21.977	0.072
chr8	36159722	3479	220	30	31	15.814	0.072
chr8	100308340	2601	190	24	25	13.689	0.072
chr7	79747453	3576	223	31	31	16.036	0.072
chr7	69367405	3898	232	35	35	16.802	0.072
chr7	38458455	2754	195	27	28	14.123	0.072
chr7	28088312	3179	210	30	30	15.138	0.072
chr6	88111169	2810	197	26	28	14.264	0.072
chr6	86606926	1953	165	18	18	11.836	0.072
chr6	75607399	2402	183	24	24	13.126	0.072
chr6	73008128	2193	174	24	25	12.603	0.072
chr6	2296874	1931	164	19	19	11.774	0.072
chr5	88593786	4564	252	44	45	18.111	0.072
chr5	86392237	1916	163	19	19	11.755	0.072
chr5	75627332	4867	260	44	44	18.719	0.072
chr5	75265830	2691	193	27	27	13.943	0.072
chr5	57681030	2223	176	22	22	12.631	0.072
chr5	110566594	2807	197	28	28	14.249	0.072
chr4	52186806	3842	231	35	35	16.632	0.072
chr4	1414718	2564	189	26	26	13.566	0.072
chr3	43939237	3279	214	32	32	15.322	0.072
chr3	30264041	3496	221	33	33	15.819	0.072
chr3	18549535	4721	256	44	45	18.441	0.072
chr3	15950207	3940	234	35	36	16.838	0.072
chr3	10660523	6130	292	53	55	20.993	0.072
chr29	49949492	1497	144	17	17	10.396	0.072
chr28	34887910	3005	204	25	28	14.730	0.072
chr2	69511579	4966	263	43	45	18.882	0.072
chr2	66885867	2762	196	23	28	14.092	0.072
chr26	33605533	2995	204	27	30	14.681	0.072
chr26	20365710	2113	171	19	19	12.357	0.072
chr26	17851348	3668	225	37	37	16.302	0.072
chr2	58600301	4711	255	44	45	18.475	0.072
chr25	41813523	3227	211	30	31	15.294	0.072
chr24	29687634	1253	132	12	15	9.492	0.072
chr2	32880954	3316	215	34	34	15.423	0.072
chr23	28087629	1736	155	18	18	11.200	0.072
chr22	7236559	3628	224	30	37	16.196	0.072
chr22	39657635	2239	176	22	22	12.722	0.072
chr21	69279282	5597	278	44	56	20.133	0.072
chr2	134333229	2427	184	26	26	13.190	0.072
chr2	129210480	2381	182	23	24	13.082	0.072
chr2	122019233	3247	212	30	31	15.316	0.072
chr2	120459025	3589	223	33	34	16.094	0.072
chr21	19235294	3306	215	37	37	15.377	0.072
chr20	69459312	937	114	11	11	8.219	0.072
chr1	98986362	3333	215	31	31	15.502	0.072
chr1	97458909	7825	329	53	75	23.784	0.072
chr19	62177833	3510	221	34	38	15.882	0.072
chr18	45474849	2069	169	20	20	12.243	0.072
chr17	72063676	3852	231	34	38	16.675	0.072
chr17	70776834	4835	260	50	50	18.596	0.072
chr16	80010238	1972	165	16	21	11.952	0.072
chr15	23188414	7580	325	60	66	23.323	0.072
chr14	79952133	2866	199	28	28	14.402	0.072
chr14	77292339	3866	231	38	38	16.736	0.072
chr1	45614603	2492	186	25	25	13.398	0.072
chr14	50922795	2688	193	25	25	13.927	0.072
chr1	42960836	5803	283	51	56	20.505	0.072
chr1	42227216	3676	226	42	42	16.265	0.072
chr13	6822804	2457	185	23	25	13.281	0.072
chr12	81642368	5466	275	44	44	19.876	0.072
chr1	27816805	4547	251	44	44	18.116	0.072
chr12	65209817	2205	175	22	22	12.600	0.072
chr12	62419568	3051	206	30	30	14.811	0.072
chr12	30454954	3005	205	29	29	14.659	0.072
chr12	27377290	2307	179	24	24	12.888	0.072
chr11	84701515	3694	226	34	34	16.345	0.072
chr1	157682340	2479	185	23	24	13.400	0.072
chr1	153190552	1711	154	19	20	11.110	0.072
chr11	44927954	2092	171	20	20	12.234	0.072
chr1	142641023	2781	196	26	26	14.189	0.072
chr1	106596265	2628	191	23	26	13.759	0.072
chr10	76478600	5201	269	52	52	19.335	0.072
chr10	74849834	3590	224	31	34	16.027	0.072
chr9	94206804	3364	217	31	31	15.502	0.071
chr9	90807694	4215	243	39	42	17.346	0.071
chr9	15737059	2065	171	19	20	12.076	0.071
chr8	8912791	2114	173	21	21	12.220	0.071
chr8	8145309	4076	240	36	37	16.983	0.071
chr8	7684601	4806	261	41	48	18.414	0.071
chr8	73482123	3577	225	32	32	15.898	0.071
chr8	6086150	1253	133	11	14	9.421	0.071
chr7	98375639	3527	223	34	36	15.816	0.071
chr7	32814809	3902	235	40	41	16.604	0.071
chr6	98908196	3354	218	32	33	15.385	0.071
chr6	94691063	3611	226	32	32	15.978	0.071
chr6	65675883	5106	268	46	49	19.052	0.071
chr6	63893574	2721	196	25	26	13.883	0.071
chr6	42866572	2438	185	24	25	13.178	0.071
chr6	41443080	2682	195	25	25	13.754	0.071
chr6	33189477	3246	214	30	30	15.168	0.071
chr5	85837849	5510	278	42	45	19.820	0.071
chr5	83547813	2382	183	23	26	13.016	0.071
chr5	82853114	2695	195	25	25	13.821	0.071
chr5	72300258	2096	172	15	21	12.186	0.071
chr5	3193765	2917	202	26	28	14.441	0.071
chr5	112374371	3800	232	31	37	16.379	0.071
chr5	108853225	1625	151	19	19	10.762	0.071
chr4	90192805	4181	243	40	40	17.206	0.071
chr4	73894129	4796	259	42	43	18.517	0.071
chr4	69539993	3395	219	31	33	15.502	0.071
chr4	27292591	2977	205	26	29	14.522	0.071
chr4	1435274	5441	277	50	51	19.643	0.071
chr3	77262486	3209	213	29	29	15.066	0.071
chr3	55626053	1421	141	14	15	10.078	0.071
chr3	10241361	5539	279	54	54	19.853	0.071
chr29	5998838	3876	233	35	36	16.635	0.071
chr29	14417334	2574	191	24	27	13.476	0.071
chr27	33845583	3413	220	34	34	15.514	0.071
chr27	24859485	4526	252	40	40	17.960	0.071
chr27	21940196	2845	200	27	27	14.225	0.071
chr25	18419567	2800	198	27	27	14.141	0.071
chr25	12569916	5437	276	40	50	19.699	0.071
chr25	12416158	3024	206	29	29	14.680	0.071
chr25	11960899	3680	228	30	36	16.140	0.071
chr24	18599945	2733	196	25	25	13.944	0.071
chr23	31286063	3115	210	28	29	14.833	0.071
chr22	16301900	3104	209	30	30	14.852	0.071
chr21	56879173	2798	199	28	28	14.060	0.071
chr21	4240548	2314	180	24	24	12.856	0.071
chr2	134210057	1258	133	12	17	9.459	0.071
chr2	109586792	1924	165	19	19	11.661	0.071
chr20	71370257	1450	143	16	16	10.140	0.071
chr20	70257531	2778	198	28	28	14.030	0.071
chr20	36589333	4000	238	37	38	16.807	0.071
chr1	99345462	2378	183	18	22	12.995	0.071
chr19	46770464	2973	205	27	27	14.502	0.071
chr18	24738456	3052	207	34	34	14.744	0.071
chr17	64049289	2040	170	16	20	12.000	0.071
chr17	3795789	2794	199	25	27	14.040	0.071
chr1	69070680	2223	177	20	20	12.559	0.071
chr16	71944944	4066	240	38	38	16.942	0.071
chr15	79498503	2785	198	28	30	14.066	0.071
chr15	54589413	5451	278	54	55	19.608	0.071
chr15	35789850	2704	195	27	27	13.867	0.071
chr15	26409204	2376	183	25	26	12.984	0.071
chr14	60269058	2341	182	22	24	12.863	0.071
chr1	43989115	3482	221	33	36	15.756	0.071
chr14	17833827	3034	207	30	34	14.657	0.071
chr14	10884436	3026	207	28	29	14.618	0.071
chr13	8956465	3748	230	35	37	16.296	0.071
chr13	57907607	3272	214	29	33	15.290	0.071
chr1	3248925	3006	206	29	32	14.592	0.071
chr13	19472090	3180	212	31	31	15.000	0.071
chr13	15512765	4537	252	44	45	18.004	0.071
chr13	13013692	2896	202	28	29	14.337	0.071
chr12	20402283	2920	203	26	27	14.384	0.071
chr11	67725057	5439	277	52	52	19.635	0.071
chr11	6322936	5390	275	46	47	19.600	0.071
chr10	89826994	3178	212	26	32	14.991	0.071
chr10	71787599	3290	215	30	30	15.302	0.071
chr10	22128699	5786	286	46	52	20.231	0.071
chr10	16460888	3569	224	27	37	15.933	0.071
chr9	81329822	3834	234	29	38	16.385	0.070
chr9	64899781	4803	262	43	43	18.332	0.070
chr7	41779151	5040	269	42	43	18.736	0.070
chr7	35532134	3255	215	30	32	15.140	0.070
chr7	29816067	2752	198	26	27	13.899	0.070
chr7	16977077	2222	178	24	24	12.483	0.070
chr6	76210036	3718	231	34	34	16.095	0.070
chr6	53514736	2299	181	24	24	12.702	0.070
chr6	39837064	4448	252	40	42	17.651	0.070
chr5	94774193	4201	245	38	38	17.147	0.070
chr5	88105583	3344	218	34	34	15.339	0.070
chr5	83790389	4052	241	37	39	16.813	0.070
chr5	79860057	2505	189	21	29	13.254	0.070
chr5	68610817	2340	183	23	23	12.787	0.070
chr5	12811137	3787	232	33	33	16.323	0.070
chr5	119325697	2845	201	28	28	14.154	0.070
chr5	109229224	3743	231	36	36	16.203	0.070
chr4	79929391	5072	269	49	49	18.855	0.070
chr4	46299098	2447	187	19	25	13.086	0.070
chr4	44836558	3577	226	34	35	15.827	0.070
chr4	26377147	2465	187	27	27	13.182	0.070
chr4	14271419	2183	177	25	25	12.333	0.070
chr4	111863573	3076	210	28	29	14.648	0.070
chr4	10324169	3510	224	31	37	15.670	0.070
chr3	6546123	2346	183	24	24	12.820	0.070
chr3	19048206	3515	224	36	41	15.692	0.070
chr3	104442856	2356	184	25	25	12.804	0.070
chr27	11110067	1318	137	15	16	9.620	0.070
chr2	70442710	6711	309	61	62	21.718	0.070
chr2	68877968	2648	194	25	26	13.649	0.070
chr26	13664184	3623	227	30	35	15.960	0.070
chr25	7381786	2904	203	27	27	14.305	0.070
chr25	23610545	1917	165	19	19	11.618	0.070
chr2	5037865	1870	163	17	17	11.472	0.070
chr24	11726698	2012	170	18	18	11.835	0.070
chr23	51487542	1782	160	19	19	11.137	0.070
chr23	43208890	4218	245	33	38	17.216	0.070
chr22	41285178	5290	274	49	49	19.307	0.070
chr21	59325953	2783	199	26	27	13.985	0.070
chr20	47448016	2782	199	24	27	13.980	0.070
chr20	34314014	2178	176	24	24	12.375	0.070
chr20	31704691	1926	166	18	20	11.602	0.070
chr20	30031936	3660	228	33	37	16.053	0.070
chr18	8349173	3156	213	32	32	14.817	0.070
chr1	86968921	3952	237	32	34	16.675	0.070
chr18	58666275	3878	236	38	40	16.432	0.070
chr18	43502108	2848	202	26	28	14.099	0.070
chr18	22574533	1474	145	15	17	10.166	0.070
chr1	79498249	2609	193	24	24	13.518	0.070
chr17	63063121	5923	290	54	57	20.424	0.070
chr17	60165863	955	117	10	12	8.162	0.070
chr17	17926491	3322	218	30	32	15.239	0.070
chr1	70852214	2956	205	27	28	14.420	0.070
chr1	66630646	4941	266	39	46	18.575	0.070
chr16	26701779	2503	189	23	23	13.243	0.070
chr15	5728690	3375	219	31	32	15.411	0.070
chr1	51721571	3103	211	31	31	14.706	0.070
chr1	47445934	2677	196	25	25	13.658	0.070
chr1	37209388	3195	214	29	29	14.930	0.070
chr1	34934515	3736	231	34	34	16.173	0.070
chr13	4557763	3129	212	29	30	14.759	0.070
chr13	26794136	3461	222	28	34	15.590	0.070
chr13	26404673	3148	212	30	30	14.849	0.070
chr1	21925902	1919	166	19	19	11.560	0.070
chr11	79852412	3747	231	28	35	16.221	0.070
chr1	134069560	3278	217	28	32	15.106	0.070
chr1	119579300	4857	263	43	43	18.468	0.070
chr1	110557740	5050	269	46	46	18.773	0.070
chr10	93897740	4159	244	40	40	17.045	0.070
chr10	20359798	4996	267	39	44	18.712	0.070
chr9	99936459	4029	241	35	38	16.718	0.069
chr9	83575445	2656	196	24	25	13.551	0.069
chr9	76503797	4079	243	34	37	16.786	0.069
chr8	98510382	2262	181	16	22	12.497	0.069
chr8	21167010	2604	194	19	24	13.423	0.069
chr7	79431787	1378	141	16	16	9.773	0.069
chr7	74709674	1349	140	13	13	9.636	0.069
chr7	39371601	2416	187	23	26	12.920	0.069
chr6	79982916	1569	151	15	16	10.391	0.069
chr6	14065610	1877	165	11	22	11.376	0.069
chr6	118546236	1641	154	14	16	10.656	0.069
chr6	108423480	1128	128	12	13	8.813	0.069
chr5	75548820	3506	226	35	35	15.513	0.069
chr5	53610333	2627	195	26	26	13.472	0.069
chr4	7708367	1913	166	20	20	11.524	0.069
chr4	73270174	2017	171	21	21	11.795	0.069
chr4	59890860	3258	217	26	31	15.014	0.069
chr4	49036288	3838	236	33	36	16.263	0.069
chr4	16946641	2255	181	21	22	12.459	0.069
chr4	12868625	2828	202	25	26	14.000	0.069
chr3	71906863	1996	170	20	20	11.741	0.069
chr3	37651068	2597	194	18	25	13.387	0.069
chr3	28461524	1266	135	14	14	9.378	0.069
chr3	28003018	3691	232	32	36	15.909	0.069
chr3	14938160	3443	223	36	37	15.439	0.069
chr29	48054629	2898	205	32	32	14.137	0.069
chr29	2396642	2892	205	27	28	14.107	0.069
chr2	89931377	3343	220	32	32	15.195	0.069
chr27	42183548	2691	197	28	28	13.660	0.069
chr27	29070528	2810	202	26	26	13.911	0.069
chr27	18661413	3883	237	30	38	16.384	0.069
chr27	16253612	2607	194	27	27	13.438	0.069
chr27	12688548	1438	144	16	16	9.986	0.069
chr26	7720138	4499	256	40	42	17.574	0.069
chr26	6741236	1158	130	13	13	8.908	0.069
chr2	65249006	4016	242	39	39	16.595	0.069
chr26	48079828	3488	225	22	36	15.502	0.069
chr26	17678630	1586	152	14	18	10.434	0.069
chr24	38307676	2774	201	26	26	13.801	0.069
chr23	48791035	3548	226	34	34	15.699	0.069
chr23	35970762	2245	180	20	20	12.472	0.069
chr2	33290040	2532	192	22	25	13.188	0.069
chr23	24042334	3648	230	33	33	15.861	0.069
chr22	11790490	3172	214	29	32	14.822	0.069
chr21	2938325	4337	251	43	47	17.279	0.069
chr20	54443530	3360	220	31	31	15.273	0.069
chr20	11139157	2786	201	27	28	13.861	0.069
chr19	49897164	2202	179	23	23	12.302	0.069
chr1	93639214	1627	154	16	17	10.565	0.069
chr1	92273798	2859	204	26	26	14.015	0.069
chr18	23734875	4236	247	40	41	17.150	0.069
chr17	648336	3263	218	30	34	14.968	0.069
chr17	4893521	4420	254	41	41	17.402	0.069
chr16	833077	3966	239	35	36	16.594	0.069
chr1	63372416	2122	175	24	24	12.126	0.069
chr1	61228130	5169	273	45	45	18.934	0.069
chr15	64728524	3321	219	31	32	15.164	0.069
chr15	56004142	2611	194	23	29	13.459	0.069
chr1	53656599	1748	159	16	20	10.994	0.069
chr1	46675518	4506	255	40	40	17.671	0.069
chr14	17517922	4228	247	40	40	17.117	0.069
chr14	13384869	3687	232	37	37	15.892	0.069
chr1	40589117	2972	207	29	30	14.357	0.069
chr13	62586211	2177	178	18	22	12.230	0.069
chr13	44629138	2882	204	28	30	14.127	0.069
chr1	34179095	4265	249	43	43	17.129	0.069
chr12	81084868	4126	244	41	41	16.910	0.069
chr11	64159127	2770	201	28	28	13.781	0.069
chr1	101892419	3802	235	34	37	16.179	0.069
chr10	91580757	3532	227	33	38	15.559	0.069
chr10	87078544	2864	203	27	30	14.108	0.069
chr9	65543623	3987	242	34	34	16.475	0.068
chr9	53907089	2896	206	26	29	14.058	0.068
chr9	16070823	3740	234	39	40	15.983	0.068
chr8	84098674	1550	151	17	17	10.265	0.068
chr8	81831815	3275	220	30	30	14.886	0.068
chr8	57093426	2724	200	28	28	13.620	0.068
chr8	5461892	1364	142	15	15	9.606	0.068
chr8	40800616	2094	176	20	20	11.898	0.068
chr7	83945851	4296	251	37	38	17.116	0.068
chr7	82131199	1955	170	18	21	11.500	0.068
chr7	78965248	2628	197	24	24	13.340	0.068
chr7	40552364	3990	242	36	37	16.488	0.068
chr7	15624066	3351	222	30	30	15.095	0.068
chr7	106340771	2602	196	25	25	13.276	0.068
chr6	40183934	1760	161	18	18	10.932	0.068
chr6	102573992	3580	229	35	35	15.633	0.068
chr5	98753413	1931	169	17	19	11.426	0.068
chr5	9437668	2554	194	25	28	13.165	0.068
chr5	81554484	3606	230	34	34	15.678	0.068
chr5	79134554	2867	205	27	29	13.985	0.068
chr5	72414581	2213	181	22	24	12.227	0.068
chr5	63812429	1055	125	11	11	8.440	0.068
chr5	49650206	2993	210	29	29	14.252	0.068
chr5	116341478	2757	201	20	28	13.716	0.068
chr5	112686648	4071	244	34	40	16.684	0.068
chr5	101271356	5146	276	43	44	18.645	0.068
chr4	77353952	3572	230	37	37	15.530	0.068
chr4	21574491	2747	201	26	27	13.667	0.068
chr4	14021217	2987	210	27	27	14.224	0.068
chr4	11176126	2434	189	25	26	12.878	0.068
chr3	84123490	4179	247	39	43	16.919	0.068
chr3	73035440	2311	185	22	23	12.492	0.068
chr3	65567580	2544	193	25	25	13.181	0.068
chr3	22487110	2360	186	17	23	12.688	0.068
chr3	115072264	2008	172	22	22	11.674	0.068
chr3	111745556	2429	189	23	23	12.852	0.068
chr2	98217597	4291	251	37	39	17.096	0.068
chr2	88925364	4863	268	43	47	18.146	0.068
chr2	85524424	3354	222	29	31	15.108	0.068
chr2	74743085	4213	249	37	40	16.920	0.068
chr27	11657438	4967	271	41	43	18.328	0.068
chr27	10113235	3399	224	32	32	15.174	0.068
chr2	67604757	2587	195	25	30	13.267	0.068
chr26	5315169	3892	240	37	37	16.217	0.068
chr26	40773669	4322	253	39	41	17.083	0.068
chr2	61276597	2292	183	23	23	12.525	0.068
chr2	55475594	3063	212	29	30	14.448	0.068
chr25	36361834	4211	248	39	39	16.980	0.068
chr25	30736443	5373	282	36	43	19.053	0.068
chr25	21711207	4037	243	39	39	16.613	0.068
chr24	30114996	1888	167	21	21	11.305	0.068
chr23	7970737	2496	191	23	23	13.068	0.068
chr22	8590895	2931	208	31	31	14.091	0.068
chr22	7647711	3085	213	30	30	14.484	0.068
chr22	35972318	2735	201	24	25	13.607	0.068
chr22	33290033	3148	215	26	29	14.642	0.068
chr22	28161067	3894	240	34	35	16.225	0.068
chr2	15130629	2869	206	29	31	13.927	0.068
chr21	19312825	3673	233	35	36	15.764	0.068
chr20	44861948	2644	197	25	25	13.421	0.068
chr20	4267774	1843	165	16	19	11.170	0.068
